Genome partition ID	(sub)Type / Coordinates	Strand	Cas gene
NC_007413	5216646..5217005	+	Uncharacterized protein conser
NC_007413	5217053..5218072	+	Protein of unknown function (D
NC_007413	5218091..5221366	+	cas10d
NC_007413	5221412..5222428	+	csc2gr7
NC_007413	5222428..5223135	+	csc1gr5
NC_007413	5223246..5223857	+	2OG
NC_007413	5223900..5224772	+	cas6
NC_007413	5224857..5225447	+	cas4
NC_007413	5225621..5226622	+	cas1
NC_007413	5226684..5226956	+	cas2
NC_018024	CAS-III-B		
NC_018024	1098518..1100182	+	csx1
NC_018024	1100244..1101764	+	cmr1gr7
NC_018024	1101771..1104242	+	cas10
NC_018024	1104239..1105333	+	cmr3gr5
NC_018024	1105339..1106256	+	cmr4gr7
NC_018024	1106253..1106618	+	cmr5gr11
NC_018024	1106615..1107436	+	cmr6gr7
NC_018024	CAS-I-B		
NC_018024	1609787..1610785	-	cas1
NC_018024	1610792..1611304	-	cas4
NC_018024	1611288..1613579	-	Metal dependent phosphohydrola,cas3
NC_018024	1613530..1614240	-	cas5
NC_018024	1614247..1615155	-	cas7b
NC_018024	1615145..1615606	-	cas8b1
NC_018024	1615615..1617105	-	cas8b1
NC_018024	1617110..1617883	-	cas6
NC_014960	CAS-I-C		
NC_014960	1384251..1384541	-	cas2
NC_014960	1384573..1385604	-	cas1
NC_014960	1385608..1386276	-	cas4
NC_014960	1386341..1387207	-	cas7
NC_014960	1387306..1389195	-	cas8c
NC_014960	1389192..1389863	-	cas5
NC_014960	1389942..1393148	-	WYL,cas3
NC_014960	CAS-III-A		
NC_014960	2676347..2677243	+	csx1
NC_014960	2677364..2679910	+	cas10
NC_014960	2679925..2680335	+	csm2gr11
NC_014960	2680363..2681157	+	csm3gr7
NC_014960	2681168..2682289	+	csm4gr5
NC_014960	2682282..2683421	+	csm5gr7
NC_014960	2683418..2684650	+	csx1
NC_014960	2684658..2685578	+	csx1
NC_014960	2685587..2685991	+	csx15
NC_014960	2685988..2686845	+	cas6
NC_014960	2686852..2687886	+	cas1
NC_014960	2687886..2688176	+	cas2
NC_014960	CAS-I-B;CAS-III-B		
NC_014960	3146402..3147013	-	cas4
NC_014960	3147017..3147289	-	cas2
NC_014960	3147300..3148349	-	cas1
NC_014960	3148362..3149351	-	cas6
NC_014960	3149351..3151732	-	cas3
NC_014960	3151735..3152454	-	cas5
NC_014960	3152469..3153548	-	cas7
NC_014960	3153570..3155039	-	cas8b2
NC_014960	3155066..3155449	-	csx15
NC_014960	3155459..3156388	-	csx1
NC_014960	3156372..3157301	-	cmr6gr7
NC_014960	3157305..3157682	-	cmr5gr11
NC_014960	3157687..3158592	-	cmr4gr7
NC_014960	3158622..3159701	-	cmr3gr5
NC_014960	3159698..3161458	-	cas10
NC_014960	3161455..3162387	-	cmr1gr7
NC_014960	3162485..3163342	-	csx1,Response regulator containing
NC_011145	CAS-I-E		
NC_011145	884027..886693	+	cas3
NC_011145	886686..888305	+	cas8e
NC_011145	888295..888828	+	cse2gr11
NC_011145	888842..890083	+	cas7
NC_011145	890083..890823	+	cas5
NC_011145	890813..891544	+	cas6e
NC_011145	891548..892432	+	cas1
NC_011145	892404..892733	+	cas2
NC_011891	CAS-I-E		
NC_011891	874941..877604	+	cas3
NC_011891	877597..879216	+	cas8e
NC_011891	879206..879742	+	cse2gr11
NC_011891	879755..880996	+	cas7
NC_011891	880993..881733	+	cas5
NC_011891	881723..882454	+	cas6e
NC_011891	882459..883343	+	cas1
NC_011891	883315..883644	+	cas2
NC_011567	CAS-I-B		
NC_011567	796001..796678	+	cas6
NC_011567	796675..798450	+	cas8b2
NC_011567	798447..799334	+	cas7
NC_011567	799337..800038	+	cas5
NC_011567	800047..802227	+	cas3
NC_011567	802242..802739	+	cas4
NC_011567	802739..803722	+	cas1
NC_011567	803724..803987	+	cas2
NC_000918	CAS-I-B;CAS-III-B		
NC_000918	245338..246288	-	cas1
NC_000918	246281..246814	-	cas4
NC_000918	246792..248981	-	cas3
NC_000918	248932..250527	-	cas8b2
NC_000918	250518..251177	-	cas5
NC_000918	251158..252231	-	cas7
NC_000918	252309..253250	-	csx1
NC_000918	253252..253587	-	csx3
NC_000918	253592..254953	-	csx1
NC_000918	254950..256071	-	cmr6gr7
NC_000918	256087..256986	-	cmr4gr7
NC_000918	257019..257906	-	cmr1gr7
NC_000918	257872..258615	-	cas6
NC_000918	258857..259258	-	cmr5gr11
NC_000918	259248..260135	-	cmr4gr7
NC_000918	260132..261109	-	cmr3gr5
NC_000918	261090..262955	-	cas10
NC_014218	CAS-I-E		
NC_014218	1903203..1903934	-	cas5
NC_014218	1903931..1904986	-	cas7
NC_014218	1905000..1905626	-	cse2gr11
NC_014218	1905628..1907268	-	cas8e
NC_014218	1907518..1908216	+	cas6e
NC_014218	1908213..1910858	+	cas3
NC_014218	1910855..1911838	+	cas1
NC_014218	1911804..1912118	+	cas2
NC_000917	CAS-I-A		
NC_000917	65799..66485	-	cas5
NC_000917	66497..67450	-	cas7
NC_000917	67451..67813	-	csa5gr11
NC_000917	67800..68861	-	cas8a2
NC_000917	68830..71109	-	cas3
NC_000917	71266..71991	-	cas6
NC_000917	CAS-III-B;CAS-I-A		
NC_000917	1671367..1672236	-	cas6
NC_000917	1672244..1672417	-	-
NC_000917	1672700..1673731	-	cmr6gr7
NC_000917	1673728..1674195	-	cmr5gr11
NC_000917	1674176..1675243	-	cmr4gr7
NC_000917	1675227..1675541	-	csx3
NC_000917	1675522..1676487	-	csx1
NC_000917	1676488..1677513	-	cmr3gr5
NC_000917	1677510..1680524	-	cas10
NC_000917	1680461..1681450	-	cmr1gr7
NC_000917	1681502..1682143	-	casR
NC_000917	1682222..1682572	+	csa5gr11
NC_000917	1682556..1683515	+	cas7
NC_000917	1683512..1684312	+	cas5
NC_000917	1684300..1685472	+	cas8a1
NC_000917	1685466..1687106	+	cas3
NC_000917	1687103..1687828	+	cas3HD
NC_000917	1687858..1688142	+	cas2
NC_000917	1688164..1688733	-	cas4
NC_000917	1688708..1689745	-	cas1
NC_000917	1689742..1690587	-	cas4
NC_000917	partial CAS-I-B		
NC_000917	2176398..2176676	-	cas2
NC_000917	2176667..2177635	-	cas1
NC_000917	2177643..2178146	-	cas4
NC_021169	CAS-I-A		
NC_021169	1142625..1143122	+	cas4
NC_021169	1143178..1144152	+	cas1
NC_021169	1144152..1144415	+	cas2
NC_021169	1144543..1145262	+	cas6
NC_021169	1145240..1147525	+	cas3
NC_021169	1147503..1148555	+	cas8a2
NC_021169	1148542..1148904	+	csa5gr11
NC_021169	1148905..1149858	+	cas7
NC_021169	1149869..1150555	+	cas5
NC_015320	CAS-I-B		
NC_015320	656839..659037	-	cas3
NC_015320	659024..659671	-	cas5
NC_015320	659675..660736	-	cas7
NC_015320	660733..662190	-	cas8b2
NC_015320	662187..662909	-	cas6
NC_015320	663018..663281	-	cas2
NC_015320	663320..664294	-	cas1
NC_015320	664313..664819	-	cas4
NC_017192	CAS-I-B		
NC_017192	1925501..1925812	-	cas2
NC_017192	1925809..1926813	-	cas1
NC_017192	1926823..1927311	-	cas4
NC_017192	1927475..1929655	-	cas3
NC_017192	1929649..1930371	-	cas5
NC_017192	1930373..1931686	-	cas7
NC_017192	1931679..1933109	-	cas8b2
NC_017192	1933106..1933624	-	-
NC_017192	1933722..1934468	-	cas6
NC_014166	CAS-I-B		
NC_014166	2816783..2817520	+	cas6
NC_014166	2817511..2819247	+	cas8b1
NC_014166	2819257..2820180	+	cas7
NC_014166	2820180..2820899	+	cas5
NC_014166	2820899..2823115	+	cas3
NC_014166	2823127..2823939	+	BRO family, N-terminal domain.
NC_014166	2823936..2824430	+	cas4
NC_014166	2824443..2825447	+	cas1
NC_014166	2825449..2825763	+	cas2
NC_006513	CAS-I-C		
NC_006513	1954058..1955086	-	cas1
NC_006513	1955089..1955721	-	cas4
NC_006513	1955742..1956368	-	-
NC_006513	1956371..1957213	-	cas7
NC_006513	1957231..1959063	-	cas8c
NC_006513	1959060..1959788	-	cas5
NC_006513	1959781..1962267	-	cas3
NC_006823	CAS-IV-A		
NC_006823	201230..203707	-	DinG
NC_006823	203824..204603	+	csf5gr6
NC_006823	204600..205382	+	csf1gr8
NC_006823	205432..206580	+	csf2gr7
NC_006823	206580..207296	+	csf3gr5
NC_016640	partial (CAS-II-C/CAS-V-A)		
NC_016640	2898130..2899929	-	RT_G2_intron: Reverse transcri,cas1
NC_016640	2900316..2901212	+	cas1
NC_016640	2901209..2901490	+	cas2
NC_016640	CAS-III-B		
NC_016640	2906354..2906998	-	PD-DExK
NC_016640	2907060..2907308	-	-
NC_016640	2907387..2908337	-	cmr1gr7
NC_016640	2908373..2908783	-	-
NC_016640	2909034..2909429	-	cmr5gr11
NC_016640	2909445..2910194	-	cmr4gr7
NC_016640	2910343..2910567	-	csm3gr7
NC_016640	2910564..2911727	-	cmr3gr5
NC_016640	2911728..2913449	-	cas10
NC_016640	2913591..2914946	-	cas10
NC_016640	CAS-III-D		
NC_016640	3590130..3590414	-	cas2
NC_016640	3590467..3591441	-	cas1
NC_016640	3591798..3592898	-	csm6
NC_016640	3592920..3594044	-	csm6
NC_016640	3594106..3596511	-	csm3gr7
NC_016640	3596508..3597089	-	csx19
NC_016640	3597065..3597568	+	-
NC_016640	3597613..3599163	-	csm3gr7,csm3gr7
NC_016640	3599167..3601596	-	csm3gr7,csx10gr5
NC_016640	3601612..3603333	-	cas10
NC_016640	CAS-III-A		
NC_016640	3625111..3626388	-	csx1
NC_016640	3626403..3627161	-	cas6
NC_016640	3627169..3628437	-	csm5gr7
NC_016640	3628449..3629489	-	csm4gr5
NC_016640	3629499..3630443	-	csm3gr7
NC_016640	3630443..3630919	-	csm2gr11
NC_016640	3630973..3633282	-	cas10
NC_016640	CAS-III-B		
NC_016640	5193835..5195757	-	csx1
NC_016640	5195761..5197623	-	cmr6gr7,cmr1gr7
NC_016640	5197620..5198015	-	cmr5gr11
NC_016640	5198019..5198894	-	cmr4gr7
NC_016640	5198891..5200069	-	cmr3gr5
NC_016640	5200072..5203284	-	cas10
NC_013854	CAS-II-C		
NC_013854	1018255..1018581	-	cas2
NC_013854	1018575..1019525	-	cas1
NC_013854	1019522..1023028	-	cas9
NC_013854	partial CAS-III-D		
NC_013854	1167201..1168829	+	cas10
NC_013854	1168811..1170592	+	csm3gr7
NC_013854	1170585..1173296	+	csm3gr7,csm3gr7,csm3gr7
NC_013854	1173332..1173970	+	csm3gr7
NC_013854	1174161..1175114	-	cas6
NC_013854	1175567..1175854	-	cas2
NC_013854	1175897..1177894	-	RT_G2_intron: Reverse transcri,cas1
NC_013854	CAS-I-U		
NC_013854	3143424..3144662	+	csb1gr7
NC_013854	3144659..3146164	+	csb2gr5
NC_013854	3146161..3149247	+	cas3
NC_013854	3149244..3150266	+	cas8u1
NC_013854	3150274..3153438	-	ATP-dependent exoDNAse (exonuc
NC_013854	3153435..3156164	-	PD-(D/E)XK nuclease superfamil
NC_013854	3156350..3158062	+	cas4,cas1
NC_013854	3158079..3158375	+	cas2
NC_016586	CAS-III-B		
NC_016586	58543..59556	-	cas6
NC_016586	60095..60382	-	cas2
NC_016586	60397..62415	-	RT_G2_intron: Reverse transcri,cas1
NC_016586	62541..62903	-	-
NC_016586	63358..64479	-	csm3gr7
NC_016586	65502..67100	+	SIR2-like domain. This family
NC_016586	67124..67777	+	-
NC_016586	67774..69801	+	Recombinational DNA repair ATP,Chromosome segregation ATPases
NC_016586	69826..71010	+	cmr1gr7
NC_016586	71007..74255	+	cas10
NC_016586	74252..75487	+	cmr3gr5
NC_016586	75484..76479	+	cmr4gr7
NC_016586	76476..76913	+	cmr5gr11
NC_016586	76910..77989	+	cmr6gr7
NC_016622	CAS-I-U		
NC_016622	1887667..1890189	+	cas3
NC_016622	1890170..1892509	+	cas8u1
NC_016622	1892499..1893458	+	cas7
NC_016622	1893466..1895196	+	csb2gr5
NC_016622	1895224..1896927	+	cas4,cas1
NC_016622	1896959..1897255	+	cas2
NC_021150	CAS-I-E		
NC_021150	1699786..1702491	+	cas3
NC_021150	1702495..1704045	+	cas8e
NC_021150	1704042..1704590	+	cse2gr11
NC_021150	1704601..1705743	+	cas7
NC_021150	1705746..1706399	+	cas5
NC_021150	1706374..1706991	+	cas6e
NC_021150	1706972..1707136	-	-
NC_021150	1707195..1707386	+	cas2
NC_021150	CAS-I-C		
NC_021150	3266530..3266817	-	cas2
NC_021150	3266827..3267867	-	cas1
NC_021150	3267871..3268470	-	cas4
NC_021150	3268499..3269407	-	cas7
NC_021150	3269404..3271200	-	cas8c
NC_021150	3271197..3271871	-	cas5
NC_021150	3272188..3274173	-	cas3
NC_021149	CAS-I-E		
NC_021149	1699800..1702505	+	cas3
NC_021149	1702509..1704059	+	cas8e
NC_021149	1704056..1704604	+	cse2gr11
NC_021149	1704615..1705757	+	cas7
NC_021149	1705760..1706413	+	cas5
NC_021149	1706388..1707005	+	cas6e
NC_021149	1706986..1707150	-	-
NC_021149	1707209..1707400	+	cas2
NC_021149	CAS-I-C		
NC_021149	3266542..3266829	-	cas2
NC_021149	3266839..3267879	-	cas1
NC_021149	3267883..3268482	-	cas4
NC_021149	3268511..3269419	-	cas7
NC_021149	3269416..3271212	-	cas8c
NC_021149	3271209..3271883	-	cas5
NC_021149	3272200..3274185	-	cas3
NC_012560	CAS-I-E		
NC_012560	1699773..1702478	+	cas3
NC_012560	1702482..1704032	+	cas8e
NC_012560	1704029..1704577	+	cse2gr11
NC_012560	1704588..1705730	+	cas7
NC_012560	1705733..1706386	+	cas5
NC_012560	1706361..1706978	+	cas6e
NC_012560	1706959..1707123	-	-
NC_012560	1707182..1707373	+	cas2
NC_012560	CAS-I-C		
NC_012560	3266532..3266819	-	cas2
NC_012560	3266829..3267869	-	cas1
NC_012560	3267873..3268472	-	cas4
NC_012560	3268501..3269409	-	cas7
NC_012560	3269406..3271202	-	cas8c
NC_012560	3271199..3271873	-	cas5
NC_012560	3272190..3274175	-	cas3
NC_006582	CAS-I-C		
NC_006582	3741786..3742175	-	cas2
NC_006582	3742085..3743116	-	cas1
NC_006582	3743113..3743745	-	cas4
NC_006582	3743762..3744619	-	cas7
NC_006582	3744616..3746499	-	cas8c
NC_006582	3746501..3747211	-	cas5
NC_006582	3747648..3750062	-	cas3
NC_015634	partial CAS-I-C		
NC_015634	436276..437430	+	cas8c
NC_015634	437434..437571	+	cas7
NC_015634	CAS-I-B		
NC_015634	2503512..2504513	-	cas1
NC_015634	2504950..2505366	-	cas4
NC_015634	2505441..2507987	-	cas3
NC_015634	2508006..2508755	-	cas5
NC_015634	2508770..2509717	-	cas7b
NC_015634	2509701..2511599	-	cas8b1
NC_015634	2511754..2512461	-	cas6
NC_016023	partial CAS-I-C		
NC_016023	859958..860095	-	cas7
NC_016023	860099..861088	-	cas8c
NC_016023	CAS-I-B		
NC_016023	2106532..2107287	+	cas6
NC_016023	2107339..2109363	+	cas8b1
NC_016023	2109350..2110306	+	cas7b
NC_016023	2110319..2111008	+	cas5
NC_016023	2110996..2113359	+	cas3
NC_016023	2113372..2113881	+	cas4
NC_016023	2113883..2114074	+	cas1
NC_016023	2114200..2115558	+	Transposase DDE domain. Transp
NC_016023	2115621..2116451	+	cas1
NC_016023	2116461..2116724	+	cas2
NC_009674	CAS-I-B		
NC_009674	2126609..2126872	-	cas2
NC_009674	2127853..2128350	-	cas4
NC_009674	2128413..2130638	-	cas3
NC_009674	2130692..2131390	-	cas5
NC_009674	2131387..2132280	-	cas7
NC_009674	2132273..2134021	-	cas8b2
NC_009674	2134021..2134722	-	cas6
NC_002570	CAS-III-B;CAS-I-C		
NC_002570	347483..348859	+	cmr1gr7
NC_002570	348829..350643	+	cas10
NC_002570	350603..351874	+	cmr3gr5
NC_002570	351874..352785	+	cmr4gr7
NC_002570	352782..353159	+	cmr5gr11
NC_002570	353156..353902	+	cmr6gr7
NC_002570	354282..355127	+	-
NC_002570	356399..356683	+	Transposase. Transposase prote
NC_002570	356725..357510	+	HTH-like domain. This domain c,Integrase core domain. Integra,Integrase core domain.
NC_002570	358059..360461	+	cas3
NC_002570	360504..361214	+	cas5
NC_002570	361216..363099	+	cas8c
NC_002570	363096..363947	+	cas7
NC_002570	364072..364596	+	cas4
NC_002570	364593..365624	+	cas1
NC_002570	365633..365923	+	cas2
NC_018878	CAS-I-A		
NC_018878	434060..434773	-	cas5
NC_018878	434834..435196	-	-
NC_018878	435232..436230	-	cas7
NC_018878	436255..437637	-	cas8a2
NC_018878	437638..438288	-	cas6
NC_018878	438931..439491	-	-
NC_018878	439617..440228	-	Protein involved in cell divis
NC_018878	440358..440720	-	-
NC_018878	440810..442846	-	Methyltransferase domain. Memb
NC_018878	442949..445039	-	cas3
NC_018688	CAS-I-C		
NC_018688	292287..293147	-	cas7
NC_018688	293150..295063	-	cas8c
NC_018688	295060..295722	-	cas5
NC_020384	CAS-I-C		
NC_020384	180398..182767	+	cas3
NC_020384	182946..183692	+	cas5
NC_020384	183693..185612	+	cas8c
NC_020384	185615..186475	+	cas7
NC_020384	186584..186700	+	-
NC_020384	186808..186930	+	cas7
NC_020384	186991..187215	+	cas7
NC_020384	187814..187933	+	cas7
NC_020384	187997..188221	+	cas7
NC_020384	188622..188735	+	cas7
NC_020384	188713..188931	+	cas7
NC_017203	CAS-I-C		
NC_017203	176173..178542	+	cas3
NC_017203	178721..179467	+	cas5
NC_017203	179468..181387	+	cas8c
NC_017203	181390..182250	+	cas7
NC_017203	182604..182705	+	cas7
NC_017203	182766..182990	+	cas7
NC_017203	183772..183996	+	cas7
NC_017203	184397..184510	+	cas7
NC_017203	184488..184706	+	cas7
NC_022526	CAS-II-C		
NC_022526	2157086..2161432	+	cas9
NC_022526	2161459..2162376	+	cas1
NC_022526	2162403..2162708	+	cas2
NC_016776	CAS-II-C		
NC_016776	4714403..4715335	-	cas1
NC_016776	4716369..4720679	-	cas9
NC_003228	partial (CAS-III-A/CAS-I-F)		
NC_003228	2998759..2999022	-	cas2
NC_003228	2999649..3000320	-	cas6
NC_003228	CAS-II-C		
NC_003228	4663316..4663648	-	cas2
NC_003228	4663652..4664584	-	cas1
NC_003228	4665619..4669929	-	cas9
NC_006347	CAS-I-B		
NC_006347	2925208..2925471	-	cas2
NC_006347	2925474..2926487	-	cas1
NC_006347	2926484..2926996	-	cas4
NC_006347	2927061..2928119	-	cas7
NC_006347	2928132..2929457	-	cas8b6
NC_006347	2929461..2931620	-	cas3
NC_006347	2931610..2932173	-	cas5
NC_006347	2932185..2932856	-	cas6
NC_014933	CAS-I-C		
NC_014933	3658086..3658376	-	cas2
NC_014933	3658386..3659408	-	cas1
NC_014933	3659405..3660073	-	cas4
NC_014933	3660084..3661010	-	cas7
NC_014933	3661031..3662719	-	cas8c
NC_014933	3662722..3663486	-	cas5
NC_014933	3663483..3665630	-	cas3
NC_020813	CAS-II-C		
NC_020813	903575..903901	-	cas2
NC_020813	903891..904784	-	cas1
NC_020813	904781..907864	-	cas9
NC_018010	CAS-II-C		
NC_018010	3439998..3440777	-	cas6
NC_018010	3443282..3443629	-	cas2
NC_018010	3443622..3444518	-	cas1
NC_018010	3444571..3445149	-	-
NC_018010	3445311..3449369	-	cas9
NC_020515	CAS-II-C		
NC_020515	844834..845160	-	cas2
NC_020515	845153..846067	-	cas1
NC_020515	846120..849257	-	cas9
NC_020515	CAS-I-C		
NC_020515	1555172..1557535	+	cas3
NC_020515	1557547..1558287	+	cas5
NC_020515	1558293..1560275	+	cas8c
NC_020515	1560305..1561147	+	cas7
NC_020515	1561148..1561810	+	cas4
NC_020515	1562358..1563371	+	cas1
NC_020515	1563416..1563709	+	cas2
NC_008618	CAS-I-C		
NC_008618	1462228..1462518	-	cas2
NC_008618	1462586..1463617	-	cas1
NC_008618	1463617..1464294	-	cas4
NC_008618	1464329..1465174	-	cas7
NC_008618	1465228..1466094	-	cas8c
NC_008618	1466099..1467130	-	cas8c
NC_008618	1467134..1467856	-	cas5
NC_008618	1468122..1470539	-	cas3
NC_017834	CAS-I-E		
NC_017834	1658599..1658964	-	cas2
NC_017834	1658999..1659967	-	cas1
NC_017834	1659991..1660665	-	cas6e
NC_017834	1660668..1661447	-	cas5
NC_017834	1661444..1662622	-	cas7
NC_017834	1662670..1663338	-	cse2gr11
NC_017834	1663341..1665026	-	cas8e
NC_017834	1665010..1668174	-	cas3
NC_011835	partial CAS-I-U		
NC_011835	634481..637504	-	cas3
NC_011835	639183..640376	-	csb1gr7
NC_011835	641098..642705	-	cas4,cas1
NC_022523	CAS-I-E		
NC_022523	1686771..1687130	-	cas2
NC_022523	1687299..1687628	-	cas1
NC_022523	1688169..1688873	-	cas6e
NC_022523	1688883..1689614	-	cas5
NC_022523	1689628..1690641	-	cas7
NC_022523	1690827..1691453	-	cse2gr11
NC_022523	1691437..1693179	-	cas8e
NC_022523	1693288..1693470	-	-
NC_022523	1693662..1696766	-	cas3
NC_017866	partial CAS-I-U		
NC_017866	1502339..1503385	-	csb3
NC_017866	1503389..1506442	-	cas3
NC_017866	1506433..1508070	-	csb2gr5
NC_017866	1508089..1509369	-	csb1gr7
NC_017866	1509699..1509992	-	cas2
NC_017866	1510004..1511494	-	cas4,cas1
NC_017214	partial CAS-I-U		
NC_017214	199750..200796	-	csb3
NC_017214	200800..203892	-	cas3
NC_017214	203844..205481	-	csb2gr5
NC_017214	205500..206807	-	csb1gr7
NC_017214	206823..207143	+	-
NC_017214	207415..209046	-	cas4,cas1
NC_017216	partial CAS-I-U		
NC_017216	1502149..1503195	-	csb3
NC_017216	1503199..1506252	-	cas3
NC_017216	1506243..1507880	-	csb2gr5
NC_017216	1507899..1509095	-	csb1gr7
NC_017216	1509509..1509802	-	cas2
NC_017216	1509814..1511403	-	cas4,cas1
NC_017867	partial CAS-I-U		
NC_017867	1502345..1503391	-	csb3
NC_017867	1503395..1506448	-	cas3
NC_017867	1506439..1508076	-	csb2gr5
NC_017867	1508095..1509375	-	csb1gr7
NC_017867	1509705..1509998	-	cas2
NC_017867	1510010..1511641	-	cas4,cas1
NC_021593	partial CAS-I-U		
NC_021593	1502200..1503246	-	csb3
NC_021593	1503250..1506303	-	cas3
NC_021593	1506294..1507931	-	csb2gr5
NC_021593	1507950..1509146	-	csb1gr7
NC_021593	1509560..1509853	-	cas2
NC_021593	1509865..1511454	-	cas4,cas1
NC_012814	partial CAS-I-U		
NC_012814	1502290..1503336	-	csb3
NC_012814	1503340..1506393	-	cas3
NC_012814	1506384..1508021	-	csb2gr5
NC_012814	1508040..1509233	-	csb1gr7
NC_012814	1509650..1509943	-	cas2
NC_012814	1509955..1511445	-	cas4,cas1
NC_017215	partial CAS-I-U		
NC_017215	1507138..1508184	-	csb3
NC_017215	1508188..1511280	-	cas3
NC_017215	1511232..1512869	-	csb2gr5
NC_017215	1512888..1514195	-	csb1gr7
NC_017215	1514211..1514531	+	-
NC_017215	1514803..1516434	-	cas4,cas1
NC_012815	partial CAS-I-U		
NC_012815	1502222..1503268	-	csb3
NC_012815	1503272..1506325	-	cas3
NC_012815	1506316..1507953	-	csb2gr5
NC_012815	1507972..1509165	-	csb1gr7
NC_012815	1509582..1509875	-	cas2
NC_012815	1509887..1511377	-	cas4,cas1
NC_017217	partial CAS-I-U		
NC_017217	1507791..1508837	-	csb3
NC_017217	1508841..1511894	-	cas3
NC_017217	1511885..1513522	-	csb2gr5
NC_017217	1513541..1514734	-	csb1gr7
NC_017217	1515151..1515444	-	cas2
NC_017217	1515456..1516946	-	cas4,cas1
NC_018720	CAS-I-E		
NC_018720	1814240..1814623	-	cas2
NC_018720	1814623..1815591	-	cas1
NC_018720	1815609..1816298	-	cas6e
NC_018720	1816308..1817021	-	cas5
NC_018720	1817024..1818160	-	cas7
NC_018720	1818265..1819005	-	cse2gr11
NC_018720	1819002..1820759	-	cas8e
NC_018720	1820832..1823999	-	cas3
NC_014616	CAS-II-A		
NC_014616	228769..229431	-	csn2
NC_014616	229724..230614	-	cas1
NC_014616	230746..235008	-	cas9
NC_017218	partial CAS-I-C		
NC_017218	1661347..1661637	-	cas2
NC_017218	1661694..1662725	-	cas1
NC_017218	1662727..1663416	-	cas4
NC_017218	1663455..1664306	-	cas7
NC_017218	1664310..1666268	-	cas8c
NC_017218	1666981..1669419	-	cas3
NC_020517	CAS-I-C		
NC_020517	1748797..1749087	-	cas2
NC_020517	1749144..1750175	-	cas1
NC_020517	1750177..1750866	-	cas4
NC_020517	1750905..1751756	-	cas7
NC_020517	1751760..1753718	-	cas8c
NC_020517	1753721..1754425	-	cas5
NC_020517	1754432..1756870	-	cas3
NC_013714	CAS-II-C		
NC_013714	1399333..1399551	-	cas2
NC_013714	1399652..1400569	-	cas1
NC_013714	1400576..1403992	-	cas9
NC_013714	partial CAS-I-C		
NC_013714	1837314..1838345	-	cas1
NC_013714	1839952..1841841	-	cas8c
NC_013714	1841841..1842422	-	cas5
NC_013714	1842567..1845110	-	cas3
NC_014656	CAS-I-E		
NC_014656	2255427..2258639	+	cas3
NC_014656	2258626..2260332	+	cas8e
NC_014656	2260332..2261006	+	cse2gr11
NC_014656	2261139..2262314	+	cas7
NC_014656	2262322..2263122	+	cas5
NC_014656	2263119..2263802	+	cas6e
NC_014656	2263799..2264812	+	cas1
NC_010816	CAS-II-C		
NC_010816	2257993..2261556	+	cas9
NC_010816	2262046..2262465	+	cas1
NC_010816	2262462..2262794	+	cas2
NC_017221	CAS-II-C		
NC_017221	448027..451443	+	cas9
NC_017221	451447..452352	+	cas1
NC_020546	CAS-I-C		
NC_020546	804684..807149	+	cas3
